n k length
175 113 0
175 114 0
175 115 0
175 116 0
175 117 0
175 118 0
175 119 0
175 120 0
175 121 0
175 122 0
175 123 0
175 124 0
175 125 0
175 126 0
175 127 0
175 128 0
175 129 0
175 130 0
175 131 0
175 132 0
175 133 0
175 134 0
175 135 0
175 136 0
175 137 0
175 138 0
175 139 0
175 140 0
175 141 0
175 142 0
175 143 0
175 144 0
175 145 0
175 146 0
175 147 0
175 148 0
175 149 0
175 150 0
175 151 0
175 152 0
175 153 0
175 154 0
175 155 0
175 156 0
175 157 0
175 158 0
175 159 0
175 160 0
175 161 0
175 162 0
175 163 0
175 164 0
175 165 0
175 166 0
175 167 0
175 168 0
175 169 0
175 170 0
175 171 0
175 172 0
175 173 0
175 174 0
175 175 0
176 0 1
176 1 0
176 2 0
176 3 0
176 4 0
176 5 0
176 6 0
176 7 0
176 8 0
176 9 0
176 10 0
176 11 0
176 12 0
176 13 0
176 14 0
176 15 0
176 16 0
176 17 0
176 18 0
176 19 0
176 20 0
176 21 0
176 22 0
176 23 0
176 24 0
176 25 0
176 26 0
176 27 0
176 28 0
176 29 0
176 30 0
176 31 0
176 32 0
176 33 0
176 34 0
176 35 0
176 36 0
176 37 0
176 38 0
176 39 0
176 40 0
176 41 0
176 42 0
176 43 0
176 44 0
176 45 0
176 46 0
176 47 0
176 48 0
176 49 0
176 50 0
176 51 0
176 52 0
176 53 0
176 54 0
176 55 0
176 56 0
176 57 0
176 58 0
176 59 0
176 60 0
176 61 0
176 62 0
176 63 0
176 64 0
176 65 0
176 66 0
176 67 0
176 68 0
176 69 0
176 70 0
176 71 0
176 72 0
176 73 0
176 74 0
176 75 0
176 76 0
176 77 0
176 78 0
176 79 0
176 80 0
176 81 0
176 82 0
176 83 0
176 84 0
176 85 0
176 86 0
176 87 0
176 88 0
176 89 0
176 90 0
176 91 0
176 92 0
176 93 0
176 94 0
176 95 0
176 96 0
176 97 0
176 98 0
176 99 0
176 100 0
176 101 0
176 102 0
176 103 0
176 104 0
176 105 0
176 106 0
176 107 0
176 108 0
176 109 0
176 110 0
176 111 0
176 112 0
176 113 0
176 114 0
176 115 0
176 116 0
176 117 0
176 118 0
176 119 0
176 120 0
176 121 0
176 122 0
176 123 0
176 124 0
176 125 0
176 126 0
176 127 0
176 128 0
176 129 0
176 130 0
176 131 0
176 132 0
176 133 0
176 134 0
176 135 0
176 136 0
176 137 0
176 138 0
176 139 0
176 140 0
176 141 0
176 142 0
176 143 0
176 144 0
176 145 0
176 146 0
176 147 0
176 148 0
176 149 0
176 150 0
176 151 0
176 152 0
176 153 0
176 154 0
176 155 0
176 156 0
176 157 0
176 158 0
176 159 0
176 160 0
176 161 0
176 162 0
176 163 0
176 164 0
176 165 0
176 166 0
176 167 0
176 168 0
176 169 0
176 170 0
176 171 0
176 172 0
176 173 0
176 174 0
176 175 0
176 176 0
177 0 1
177 1 0
177 2 0
177 3 0
177 4 0
177 5 0
177 6 0
177 7 0
177 8 0
177 9 0
177 10 0
177 11 0
177 12 0
177 13 0
177 14 0
177 15 0
177 16 0
177 17 0
177 18 0
177 19 0
177 20 0
177 21 0
177 22 0
177 23 0
177 24 0
177 25 0
177 26 0
177 27 0
177 28 0
177 29 0
177 30 0
177 31 0
177 32 0
177 33 0
177 34 0
177 35 0
177 36 0
177 37 0
177 38 0
177 39 0
177 40 0
177 41 0
177 42 0
177 43 0
177 44 0
177 45 0
177 46 0
177 47 0
177 48 0
177 49 0
177 50 0
177 51 0
177 52 0
177 53 0
177 54 0
177 55 0
177 56 0
177 57 0
177 58 0
177 59 0
177 60 0
177 61 0
177 62 0
177 63 0
177 64 0
177 65 0
177 66 0
177 67 0
177 68 0
177 69 0
177 70 0
177 71 0
177 72 0
177 73 0
177 74 0
177 75 0
177 76 0
177 77 0
177 78 0
177 79 0
177 80 0
177 81 0
177 82 0
177 83 0
177 84 0
177 85 0
177 86 0
177 87 0
177 88 0
177 89 0
177 90 0
177 91 0
177 92 0
177 93 0
177 94 0
177 95 0
177 96 0
177 97 0
177 98 0
177 99 0
177 100 0
177 101 0
177 102 0
177 103 0
177 104 0
177 105 0
177 106 0
177 107 0
177 108 0
177 109 0
177 110 0
177 111 0
177 112 0
177 113 0
177 114 0
177 115 0
177 116 0
177 117 0
177 118 0
177 119 0
177 120 0
177 121 0
177 122 0
177 123 0
177 124 0
177 125 0
177 126 0
177 127 0
177 128 0
177 129 0
177 130 0
177 131 0
177 132 0
177 133 0
177 134 0
177 135 0
177 136 0
177 137 0
177 138 0
177 139 0
177 140 0
177 141 0
177 142 0
177 143 0
177 144 0
177 145 0
177 146 0
177 147 0
177 148 0
177 149 0
177 150 0
177 151 0
177 152 0
177 153 0
177 154 0
177 155 0
177 156 0
177 157 0
177 158 0
177 159 0
177 160 0
177 161 0
177 162 0
177 163 0
177 164 0
177 165 0
177 166 0
177 167 0
177 168 0
177 169 0
177 170 0
177 171 0
177 172 0
177 173 0
177 174 0
177 175 0
177 176 0
177 177 0
178 0 1
178 1 0
178 2 0
178 3 0
178 4 0
178 5 0
178 6 0
178 7 0
178 8 0
178 9 0
178 10 0
178 11 0
178 12 0
178 13 0
178 14 0
178 15 0
178 16 0
178 17 0
178 18 0
178 19 0
178 20 0
178 21 0
178 22 0
178 23 0
178 24 0
178 25 0
178 26 0
178 27 0
178 28 0
178 29 0
178 30 0
178 31 0
178 32 0
178 33 0
178 34 0
178 35 0
178 36 0
178 37 0
178 38 0
178 39 0
178 40 0
178 41 0
178 42 0
178 43 0
178 44 0
178 45 0
178 46 0
178 47 0
178 48 0
178 49 0
178 50 0
178 51 0
178 52 0
178 53 0
178 54 0
178 55 0
178 56 0
178 57 0
178 58 0
178 59 0
178 60 0
178 61 0
178 62 0
178 63 0
178 64 0
178 65 0
178 66 0
178 67 0
178 68 0
178 69 0
178 70 0
178 71 0
178 72 0
178 73 0
178 74 0
178 75 0
178 76 0
178 77 0
178 78 0
178 79 0
178 80 0
178 81 0
178 82 0
178 83 0
178 84 0
178 85 0
178 86 0
178 87 0
178 88 0
178 89 0
178 90 0
178 91 0
178 92 0
178 93 0
178 94 0
178 95 0
178 96 0
178 97 0
178 98 0
178 99 0
178 100 0
178 101 0
178 102 0
178 103 0
178 104 0
178 105 0
178 106 0
178 107 0
178 108 0
178 109 0
178 110 0
178 111 0
178 112 0
178 113 0
178 114 0
178 115 0
178 116 0
178 117 0
178 118 0
178 119 0
178 120 0
178 121 0
178 122 0
178 123 0
178 124 0
178 125 0
178 126 0
178 127 0
178 128 0
178 129 0
178 130 0
178 131 0
178 132 0
178 133 0
178 134 0
178 135 0
178 136 0
178 137 0
178 138 0
178 139 0
178 140 0
178 141 0
178 142 0
178 143 0
178 144 0
178 145 0
178 146 0
178 147 0
178 148 0
178 149 0
178 150 0
178 151 0
178 152 0
178 153 0
178 154 0
178 155 0
178 156 0
178 157 0
178 158 0
178 159 0
178 160 0
178 161 0
178 162 0
178 163 0
178 164 0
178 165 0
178 166 0
178 167 0
178 168 0
178 169 0
178 170 0
178 171 0
178 172 0
178 173 0
178 174 0
178 175 0
178 176 0
178 177 0
178 178 0
179 0 1
179 1 0
179 2 0
179 3 0
179 4 0
179 5 0
179 6 0
179 7 0
179 8 0
179 9 0
179 10 0
179 11 0
179 12 0
179 13 0
179 14 0
179 15 0
179 16 0
179 17 0
179 18 0
179 19 0
179 20 0
179 21 0
179 22 0
179 23 0
179 24 0
179 25 0
179 26 0
179 27 0
179 28 0
179 29 0
179 30 0
179 31 0
179 32 0
179 33 0
179 34 0
179 35 0
179 36 0
179 37 0
179 38 0
179 39 0
179 40 0
179 41 0
179 42 0
179 43 0
179 44 0
179 45 0
179 46 0
179 47 0
179 48 0
179 49 0
179 50 0
179 51 0
179 52 0
179 53 0
179 54 0
179 55 0
179 56 0
179 57 0
179 58 0
179 59 0
179 60 0
179 61 0
179 62 0
179 63 0
179 64 0
179 65 0
179 66 0
179 67 0
179 68 0
179 69 0
179 70 0
179 71 0
179 72 0
179 73 0
179 74 0
179 75 0
179 76 0
179 77 0
179 78 0
179 79 0
179 80 0
179 81 0
179 82 0
179 83 0
179 84 0
179 85 0
179 86 0
179 87 0
179 88 0
179 89 0
179 90 0
179 91 0
179 92 0
179 93 0
179 94 0
179 95 0
179 96 0
179 97 0
179 98 0
179 99 0
179 100 0
179 101 0
179 102 0
179 103 0
179 104 0
179 105 0
179 106 0
179 107 0
179 108 0
179 109 0
179 110 0
179 111 0
179 112 0
179 113 0
179 114 0
179 115 0
179 116 0
179 117 0
179 118 0
179 119 0
179 120 0
179 121 0
179 122 0
179 123 0
179 124 0
179 125 0
179 126 0
179 127 0
179 128 0
179 129 0
179 130 0
179 131 0
179 132 0
179 133 0
179 134 0
179 135 0
179 136 0
179 137 0
179 138 0
179 139 0
179 140 0
179 141 0
179 142 0
179 143 0
179 144 0
179 145 0
179 146 0
179 147 0
179 148 0
179 149 0
179 150 0
179 151 0
179 152 0
179 153 0
179 154 0
179 155 0
179 156 0
179 157 0
179 158 0
179 159 0
179 160 0
179 161 0
179 162 0
179 163 0
179 164 0
179 165 0
179 166 0
179 167 0
179 168 0
179 169 0
179 170 0
179 171 0
179 172 0
179 173 0
179 174 0
179 175 0
179 176 0
179 177 0
179 178 0
179 179 0
180 0 1
180 1 0
180 2 0
180 3 0
180 4 0
180 5 0
180 6 0
180 7 0
180 8 0
180 9 0
180 10 0
180 11 0
180 12 0
180 13 0
180 14 0
180 15 0
180 16 0
180 17 0
180 18 0
180 19 0
180 20 0
180 21 0
180 22 0
180 23 0
180 24 0
180 25 0
180 26 0
180 27 0
180 28 0
180 29 0
180 30 0
180 31 0
180 32 0
180 33 0
180 34 0
180 35 0
180 36 0
180 37 0
180 38 0
180 39 0
180 40 0
180 41 0
180 42 0
180 43 0
180 44 0
180 45 0
180 46 0
180 47 0
180 48 0
180 49 0
180 50 0
180 51 0
180 52 0
180 53 0
180 54 0
180 55 0
180 56 0
180 57 0
180 58 0
180 59 0
180 60 0
180 61 0
180 62 0
180 63 0
180 64 0
180 65 0
180 66 0
180 67 0
180 68 0
180 69 0
180 70 0
180 71 0
180 72 0
180 73 0
180 74 0
180 75 0
180 76 0
180 77 0
180 78 0
180 79 0
180 80 0
180 81 0
180 82 0
180 83 0
180 84 0
180 85 0
180 86 0
180 87 0
180 88 0
180 89 0
180 90 0
180 91 0
180 92 0
180 93 0
180 94 0
180 95 0
180 96 0
180 97 0
180 98 0
180 99 0
180 100 0
180 101 0
180 102 0
180 103 0
180 104 0
180 105 0
180 106 0
180 107 0
180 108 0
180 109 0
180 110 0
180 111 0
180 112 0
180 113 0
180 114 0
180 115 0
180 116 0
180 117 0
180 118 0
180 119 0
180 120 0
180 121 0
180 122 0
180 123 0
180 124 0
180 125 0
180 126 0
180 127 0
180 128 0
180 129 0
180 130 0
180 131 0
180 132 0
180 133 0
180 134 0
180 135 0
180 136 0
180 137 0
180 138 0
180 139 0
180 140 0
180 141 0
180 142 0
180 143 0
180 144 0
180 145 0
180 146 0
180 147 0
180 148 0
180 149 0
180 150 0
180 151 0
180 152 0
180 153 0
180 154 0
180 155 0
180 156 0
180 157 0
180 158 0
180 159 0
180 160 0
180 161 0
180 162 0
180 163 0
180 164 0
180 165 0
180 166 0
180 167 0
180 168 0
180 169 0
180 170 0
180 171 0
180 172 0
180 173 0
180 174 0
180 175 0
180 176 0
180 177 0
180 178 0
180 179 0
180 180 0
181 0 1
181 1 0
181 2 0
181 3 0
181 4 0
181 5 0
181 6 0
181 7 0
181 8 0
181 9 0
181 10 0
181 11 0
181 12 0
181 13 0
181 14 0
181 15 0
181 16 0
181 17 0
181 18 0
181 19 0
181 20 0
181 21 0
181 22 0
181 23 0
181 24 0
181 25 0
181 26 0
181 27 0
181 28 0
181 29 0
181 30 0
181 31 0
181 32 0
181 33 0
181 34 0
181 35 0
181 36 0
181 37 0
181 38 0
181 39 0
181 40 0
181 41 0
181 42 0
181 43 0
181 44 0
181 45 0
181 46 0
181 47 0
181 48 0
181 49 0
181 50 0
181 51 0
181 52 0
181 53 0
181 54 0
181 55 0
181 56 0
181 57 0
181 58 0
181 59 0
181 60 0
181 61 0
181 62 0
181 63 0
181 64 0
181 65 0
181 66 0
181 67 0
181 68 0
181 69 0
181 70 0
181 71 0
181 72 0
181 73 0
181 74 0
181 75 0
181 76 0
181 77 0
181 78 0
181 79 0
181 80 0
181 81 0
181 82 0
181 83 0
181 84 0
181 85 0
181 86 0
181 87 0
181 88 0
181 89 0
181 90 0
181 91 0
181 92 0
181 93 0
181 94 0
181 95 0
181 96 0
181 97 0
181 98 0
181 99 0
181 100 0
181 101 0
181 102 0
181 103 0
181 104 0
181 105 0
181 106 0
181 107 0
181 108 0
181 109 0
181 110 0
181 111 0
181 112 0
181 113 0
181 114 0
181 115 0
181 116 0
181 117 0
181 118 0
181 119 0
181 120 0
181 121 0
181 122 0
181 123 0
181 124 0
181 125 0
181 126 0
181 127 0
181 128 0
181 129 0
181 130 0
181 131 0
181 132 0
181 133 0
181 134 0
181 135 0
181 136 0
181 137 0
181 138 0
181 139 0
181 140 0
181 141 0
181 142 0
181 143 0
181 144 0
181 145 0
181 146 0
181 147 0
181 148 0
181 149 0
181 150 0
181 151 0
181 152 0
181 153 0
181 154 0
181 155 0
181 156 0
181 157 0
181 158 0
181 159 0
181 160 0
181 161 0
181 162 0
181 163 0
181 164 0
181 165 0
181 166 0
181 167 0
181 168 0
181 169 0
181 170 0
181 171 0
181 172 0
181 173 0
181 174 0
181 175 0
181 176 0
181 177 0
181 178 0
181 179 0
181 180 0
181 181 0
182 0 1
182 1 0
182 2 0
182 3 0
182 4 0
182 5 0
182 6 0
182 7 0
182 8 0
182 9 0
182 10 0
182 11 0
182 12 0
182 13 0
182 14 0
182 15 0
182 16 0
182 17 0
182 18 0
182 19 0
182 20 0
182 21 0
182 22 0
182 23 0
182 24 0
182 25 0
182 26 0
182 27 0
182 28 0
182 29 0
182 30 0
182 31 0
182 32 0
182 33 0
182 34 0
182 35 0
182 36 0
182 37 0
182 38 0
182 39 0
182 40 0
182 41 0
182 42 0
182 43 0
182 44 0
182 45 0
182 46 0
182 47 0
182 48 0
182 49 0
182 50 0
182 51 0
182 52 0
182 53 0
182 54 0
182 55 0
182 56 0
182 57 0
182 58 0
182 59 0
182 60 0
182 61 0
182 62 0
182 63 0
182 64 0
182 65 0
182 66 0
182 67 0
182 68 0
182 69 0
182 70 0
182 71 0
182 72 0
182 73 0
182 74 0
182 75 0
182 76 0
182 77 0
182 78 0
182 79 0
182 80 0
182 81 0
182 82 0
182 83 0
182 84 0
182 85 0
182 86 0
182 87 0
182 88 0
182 89 0
182 90 0
182 91 0
182 92 0
182 93 0
182 94 0
182 95 0
182 96 0
182 97 0
182 98 0
182 99 0
182 100 0
182 101 0
182 102 0
182 103 0
182 104 0
182 105 0
182 106 0
182 107 0
182 108 0
182 109 0
182 110 0
182 111 0
182 112 0
182 113 0
182 114 0
182 115 0
182 116 0
182 117 0
182 118 0
182 119 0
182 120 0
182 121 0
182 122 0
182 123 0
182 124 0
182 125 0
182 126 0
182 127 0
182 128 0
182 129 0
182 130 0
182 131 0
182 132 0
182 133 0
182 134 0
182 135 0
182 136 0
182 137 0
182 138 0
182 139 0
182 140 0
182 141 0
182 142 0
182 143 0
182 144 0
182 145 0
182 146 0
182 147 0
182 148 0
182 149 0
182 150 0
182 151 0
182 152 0
182 153 0
182 154 0
182 155 0
182 156 0
182 157 0
182 158 0
182 159 0
182 160 0
182 161 0
182 162 0
182 163 0
182 164 0
182 165 0
182 166 0
182 167 0
182 168 0
182 169 0
182 170 0
182 171 0
182 172 0
182 173 0
182 174 0
182 175 0
182 176 0
182 177 0
182 178 0
182 179 0
182 180 0
182 181 0
182 182 0
183 0 1
183 1 0
183 2 0
183 3 0
183 4 0
183 5 0
183 6 0
183 7 0
183 8 0
183 9 0
183 10 0
183 11 0
183 12 0
183 13 0
183 14 0
183 15 0
183 16 0
183 17 0
183 18 0
183 19 0
183 20 0
183 21 0
183 22 0
183 23 0
183 24 0
183 25 0
183 26 0
183 27 0
183 28 0
183 29 0
183 30 0
183 31 0
183 32 0
183 33 0
183 34 0
183 35 0
183 36 0
183 37 0
183 38 0
183 39 0
183 40 0
183 41 0
183 42 0
183 43 0
183 44 0
183 45 0
183 46 0
183 47 0
183 48 0
183 49 0
183 50 0
183 51 0
183 52 0
183 53 0
183 54 0
183 55 0
183 56 0
183 57 0
183 58 0
183 59 0
183 60 0
183 61 0
183 62 0
183 63 0
183 64 0
183 65 0
183 66 0
183 67 0
183 68 0
183 69 0
183 70 0
183 71 0
183 72 0
183 73 0
183 74 0
183 75 0
183 76 0
183 77 0
183 78 0
183 79 0
183 80 0
183 81 0
183 82 0
183 83 0
183 84 0
183 85 0
183 86 0
183 87 0
183 88 0
183 89 0
183 90 0
183 91 0
183 92 0
183 93 0
183 94 0
183 95 0
183 96 0
183 97 0
183 98 0
183 99 0
183 100 0
183 101 0
183 102 0
183 103 0
183 104 0
183 105 0
183 106 0
183 107 0
183 108 0
183 109 0
183 110 0
183 111 0
183 112 0
183 113 0
183 114 0
183 115 0
183 116 0
183 117 0
183 118 0
183 119 0
183 120 0
183 121 0
183 122 0
183 123 0
183 124 0
183 125 0
183 126 0
183 127 0
183 128 0
183 129 0
183 130 0
183 131 0
183 132 0
183 133 0
183 134 0
183 135 0
183 136 0
183 137 0
183 138 0
183 139 0
183 140 0
183 141 0
183 142 0
183 143 0
183 144 0
183 145 0
183 146 0
183 147 0
183 148 0
183 149 0
183 150 0
183 151 0
183 152 0
183 153 0
183 154 0
183 155 0
183 156 0
183 157 0
183 158 0
183 159 0
183 160 0
183 161 0
183 162 0
183 163 0
183 164 0
183 165 0
183 166 0
183 167 0
183 168 0
183 169 0
183 170 0
183 171 0
183 172 0
183 173 0
183 174 0
183 175 0
183 176 0
183 177 0
183 178 0
183 179 0
183 180 0
183 181 0
183 182 0
183 183 0
184 0 1
184 1 0
184 2 0
184 3 0
184 4 0
184 5 0
184 6 0
184 7 0
184 8 0
184 9 0
184 10 0
184 11 0
184 12 0
184 13 0
184 14 0
184 15 0
184 16 0
184 17 0
184 18 0
184 19 0
184 20 0
184 21 0
184 22 0
184 23 0
184 24 0
184 25 0
184 26 0
184 27 0
184 28 0
184 29 0
184 30 0
184 31 0
184 32 0
184 33 0
184 34 0
184 35 0
184 36 0
184 37 0
184 38 0
184 39 0
184 40 0
184 41 0
184 42 0
184 43 0
184 44 0
184 45 0
184 46 0
184 47 0
184 48 0
184 49 0
184 50 0
184 51 0
184 52 0
184 53 0
184 54 0
184 55 0
184 56 0
184 57 0
184 58 0
184 59 0
184 60 0
184 61 0
184 62 0
184 63 0
184 64 0
184 65 0
184 66 0
184 67 0
184 68 0
184 69 0
184 70 0
184 71 0
184 72 0
184 73 0
184 74 0
184 75 0
184 76 0
184 77 0
184 78 0
184 79 0
184 80 0
184 81 0
184 82 0
184 83 0
184 84 0
184 85 0
184 86 0
184 87 0
184 88 0
184 89 0
184 90 0
184 91 0
184 92 0
184 93 0
184 94 0
184 95 0
184 96 0
184 97 0
184 98 0
184 99 0
184 100 0
184 101 0
184 102 0
184 103 0
184 104 0
184 105 0
184 106 0
184 107 0
184 108 0
184 109 0
184 110 0
184 111 0
184 112 0
184 113 0
184 114 0
184 115 0
184 116 0
184 117 0
184 118 0
184 119 0
184 120 0
184 121 0
184 122 0
184 123 0
184 124 0
184 125 0
184 126 0
184 127 0
184 128 0
184 129 0
184 130 0
184 131 0
184 132 0
184 133 0
184 134 0
184 135 0
184 136 0
184 137 0
184 138 0
184 139 0
184 140 0
184 141 0
184 142 0
184 143 0
184 144 0
184 145 0
184 146 0
184 147 0
184 148 0
184 149 0
184 150 0
184 151 0
184 152 0
184 153 0
184 154 0
184 155 0
184 156 0
184 157 0
184 158 0
184 159 0
184 160 0
184 161 0
184 162 0
184 163 0
184 164 0
184 165 0
184 166 0
184 167 0
184 168 0
184 169 0
184 170 0
184 171 0
184 172 0
184 173 0
184 174 0
184 175 0
184 176 0
184 177 0
184 178 0
184 179 0
184 180 0
184 181 0
184 182 0
184 183 0
184 184 0
185 0 1
185 1 0
185 2 0
185 3 0
185 4 0
185 5 0
185 6 0
185 7 0
185 8 0
185 9 0
185 10 0
185 11 0
185 12 0
185 13 0
185 14 0
185 15 0
185 16 0
185 17 0
185 18 0
185 19 0
185 20 0
185 21 0
185 22 0
185 23 0
185 24 0
185 25 0
185 26 0
185 27 0
185 28 0
185 29 0
185 30 0
185 31 0
185 32 0
185 33 0
185 34 0
185 35 0
185 36 0
185 37 0
185 38 0
185 39 0
185 40 0
185 41 0
185 42 0
185 43 0
185 44 0
185 45 0
185 46 0
185 47 0
185 48 0
185 49 0
185 50 0
185 51 0
185 52 0
185 53 0
185 54 0
185 55 0
185 56 0
185 57 0
185 58 0
185 59 0
185 60 0
185 61 0
185 62 0
185 63 0
185 64 0
185 65 0
185 66 0
185 67 0
185 68 0
185 69 0
185 70 0
185 71 0
185 72 0
185 73 0
185 74 0
185 75 0
185 76 0
185 77 0
185 78 0
185 79 0
185 80 0
185 81 0
185 82 0
185 83 0
185 84 0
185 85 0
185 86 0
185 87 0
185 88 0
185 89 0
185 90 0
185 91 0
185 92 0
185 93 0
185 94 0
185 95 0
185 96 0
185 97 0
185 98 0
185 99 0
185 100 0
185 101 0
185 102 0
185 103 0
185 104 0
185 105 0
185 106 0
185 107 0
185 108 0
185 109 0
185 110 0
185 111 0
185 112 0
185 113 0
185 114 0
185 115 0
185 116 0
185 117 0
185 118 0
185 119 0
185 120 0
185 121 0
185 122 0
185 123 0
185 124 0
185 125 0
185 126 0
185 127 0
185 128 0
185 129 0
185 130 0
185 131 0
185 132 0
185 133 0
185 134 0
185 135 0
185 136 0
185 137 0
185 138 0
185 139 0
185 140 0
185 141 0
185 142 0
185 143 0
185 144 0
185 145 0
185 146 0
185 147 0
185 148 0
185 149 0
185 150 0
185 151 0
185 152 0
185 153 0
185 154 0
185 155 0
185 156 0
185 157 0
185 158 0
185 159 0
185 160 0
185 161 0
185 162 0
185 163 0
185 164 0
185 165 0
185 166 0
185 167 0
185 168 0
185 169 0
185 170 0
185 171 0
185 172 0
185 173 0
185 174 0
185 175 0
185 176 0
185 177 0
185 178 0
185 179 0
185 180 0
185 181 0
185 182 0
185 183 0
185 184 0
185 185 0
186 0 1
186 1 0
186 2 0
186 3 0
186 4 0
186 5 0
186 6 0
186 7 0
186 8 0
186 9 0
186 10 0
186 11 0
186 12 0
186 13 0
186 14 0
186 15 0
186 16 0
186 17 0
186 18 0
186 19 0
186 20 0
186 21 0
186 22 0
186 23 0
186 24 0
186 25 0
186 26 0
186 27 0
186 28 0
186 29 0
186 30 0
186 31 0
186 32 0
186 33 0
186 34 0
186 35 0
186 36 0
186 37 0
186 38 0
186 39 0
186 40 0
186 41 0
186 42 0
186 43 0
186 44 0
186 45 0
186 46 0
186 47 0
186 48 0
186 49 0
186 50 0
186 51 0
186 52 0
186 53 0
186 54 0
186 55 0
186 56 0
186 57 0
186 58 0
186 59 0
186 60 0
186 61 0
186 62 0
186 63 0
186 64 0
186 65 0
186 66 0
186 67 0
186 68 0
186 69 0
186 70 0
186 71 0
186 72 0
186 73 0
186 74 0
186 75 0
186 76 0
186 77 0
186 78 0
186 79 0
186 80 0
186 81 0
186 82 0
186 83 0
186 84 0
186 85 0
186 86 0
186 87 0
186 88 0
186 89 0
186 90 0
186 91 0
186 92 0
186 93 0
186 94 0
186 95 0
186 96 0
186 97 0
186 98 0
186 99 0
186 100 0
186 101 0
186 102 0
186 103 0
186 104 0
186 105 0
186 106 0
186 107 0
186 108 0
186 109 0
186 110 0
186 111 0
186 112 0
186 113 0
186 114 0
186 115 0
186 116 0
186 117 0
186 118 0
186 119 0
186 120 0
186 121 0
186 122 0
186 123 0
186 124 0
186 125 0
186 126 0
186 127 0
186 128 0
186 129 0
186 130 0
186 131 0
186 132 0
186 133 0
186 134 0
186 135 0
186 136 0
186 137 0
186 138 0
186 139 0
186 140 0
186 141 0
186 142 0
186 143 0
186 144 0
186 145 0
186 146 0
186 147 0
186 148 0
186 149 0
186 150 0
186 151 0
186 152 0
186 153 0
186 154 0
186 155 0
186 156 0
186 157 0
186 158 0
186 159 0
186 160 0
186 161 0
186 162 0
186 163 0
186 164 0
186 165 0
186 166 0
186 167 0
186 168 0
186 169 0
186 170 0
186 171 0
186 172 0
186 173 0
186 174 0
186 175 0
186 176 0
186 177 0
186 178 0
186 179 0
186 180 0
186 181 0
186 182 0
186 183 0
186 184 0
186 185 0
186 186 0
187 0 1
187 1 0
187 2 0
187 3 0
187 4 0
187 5 0
187 6 0
187 7 0
187 8 0
187 9 0
187 10 0
187 11 0
187 12 0
187 13 0
187 14 0
187 15 0
187 16 0
187 17 0
187 18 0
187 19 0
187 20 0
187 21 0
187 22 0
187 23 0
187 24 0
187 25 0
187 26 0
187 27 0
187 28 0
187 29 0
187 30 0
187 31 0
187 32 0
187 33 0
187 34 0
187 35 0
187 36 0
187 37 0
187 38 0
187 39 0
187 40 0
187 41 0
187 42 0
187 43 0
187 44 0
187 45 0
187 46 0
187 47 0
187 48 0
187 49 0
187 50 0
187 51 0
187 52 0
187 53 0
187 54 0
187 55 0
187 56 0
187 57 0
187 58 0
187 59 0
187 60 0
187 61 0
187 62 0
187 63 0
187 64 0
187 65 0
187 66 0
187 67 0
187 68 0
187 69 0
187 70 0
187 71 0
187 72 0
187 73 0
187 74 0
187 75 0
187 76 0
187 77 0
187 78 0
187 79 0
187 80 0
187 81 0
187 82 0
187 83 0
187 84 0
187 85 0
187 86 0
187 87 0
187 88 0
187 89 0
187 90 0
187 91 0
187 92 0
187 93 0
187 94 0
187 95 0
187 96 0
187 97 0
187 98 0
187 99 0
187 100 0
187 101 0
187 102 0
187 103 0
187 104 0
187 105 0
187 106 0
187 107 0
187 108 0
187 109 0
187 110 0
187 111 0
187 112 0
187 113 0
187 114 0
187 115 0
187 116 0
187 117 0
187 118 0
187 119 0
187 120 0
187 121 0
187 122 0
187 123 0
187 124 0
187 125 0
187 126 0
187 127 0
187 128 0
187 129 0
187 130 0
187 131 0
187 132 0
187 133 0
187 134 0
187 135 0
187 136 0
187 137 0
187 138 0
187 139 0
187 140 0
187 141 0
187 142 0
187 143 0
187 144 0
187 145 0
187 146 0
187 147 0
187 148 0
187 149 0
187 150 0
187 151 0
187 152 0
187 153 0
187 154 0
187 155 0
187 156 0
187 157 0
187 158 0
187 159 0
187 160 0
187 161 0
187 162 0
187 163 0
187 164 0
187 165 0
187 166 0
187 167 0
187 168 0
187 169 0
187 170 0
187 171 0
187 172 0
187 173 0
187 174 0
187 175 0
187 176 0
187 177 0
187 178 0
187 179 0
187 180 0
187 181 0
187 182 0
187 183 0
187 184 0
187 185 0
187 186 0
187 187 0
188 0 1
188 1 0
188 2 0
188 3 0
188 4 0
188 5 0
188 6 0
188 7 0
188 8 0
188 9 0
188 10 0
188 11 0
188 12 0
188 13 0
188 14 0
188 15 0
188 16 0
188 17 0
188 18 0
188 19 0
188 20 0
188 21 0
188 22 0
188 23 0
188 24 0
188 25 0
188 26 0
188 27 0
188 28 0
188 29 0
188 30 0
188 31 0
188 32 0
188 33 0
188 34 0
188 35 0
188 36 0
188 37 0
188 38 0
188 39 0
188 40 0
188 41 0
188 42 0
188 43 0
188 44 0
188 45 0
188 46 0
188 47 0
188 48 0
188 49 0
188 50 0
188 51 0
188 52 0
188 53 0
188 54 0
188 55 0
188 56 0
188 57 0
188 58 0
188 59 0
188 60 0
188 61 0
188 62 0
188 63 0
188 64 0
188 65 0
188 66 0
188 67 0
188 68 0
188 69 0
188 70 0
188 71 0
188 72 0
188 73 0
188 74 0
188 75 0
188 76 0
188 77 0
188 78 0
